Iteration,birefringence active L2,birefringence active negative penalty
1,0.8560081720352173,0.0
2,0.8480434417724609,0.0
3,0.839431881904602,0.0
4,0.8289281129837036,0.0
5,0.816088855266571,0.0
6,0.8007199764251709,0.0
7,0.7827740907669067,0.0
8,0.7623050212860107,0.0
9,0.7394315600395203,0.0
10,0.7143128514289856,0.0
11,0.6871356964111328,0.0
12,0.6604877710342407,0.0
13,0.6343904733657837,0.0
14,0.608872652053833,0.0
15,0.5839609503746033,0.0
16,0.5596813559532166,0.0
17,0.5360565185546875,0.0
18,0.5130629539489746,0.0
19,0.49071043729782104,0.0
20,0.4690178334712982,0.0
21,0.44799885153770447,0.0
22,0.42766281962394714,0.0
23,0.40801528096199036,0.0
24,0.38905787467956543,0.0
25,0.37078946828842163,0.0
26,0.3532058894634247,0.0
27,0.3363005220890045,0.0
28,0.3200644850730896,0.0
29,0.30448588728904724,0.0
30,0.2895486652851105,0.0
31,0.27523672580718994,0.0
32,0.26153337955474854,0.0
33,0.24842199683189392,0.0
34,0.23588566482067108,0.0
35,0.2239074409008026,0.0
36,0.21247053146362305,0.0
37,0.2015579640865326,0.0
38,0.19115298986434937,0.0
39,0.18123893439769745,0.0
40,0.17179913818836212,0.0
41,0.16281716525554657,0.0
42,0.15427671372890472,0.0
43,0.14616166055202484,0.0
44,0.13845610618591309,0.0
45,0.13114434480667114,0.0
46,0.12421095371246338,0.0
47,0.11764071136713028,0.0
48,0.1114187017083168,0.0
49,0.10553034394979477,0.0
50,0.09996122866868973,0.0
51,0.09469740092754364,0.0
52,0.08972517400979996,0.0
53,0.0850311890244484,0.0
54,0.08060243725776672,0.0
55,0.07642628997564316,0.0
56,0.07249046117067337,0.0
57,0.06878307461738586,0.0
58,0.0652925968170166,0.0
59,0.06200790032744408,0.0
60,0.058918241411447525,0.0
61,0.056013282388448715,0.0
62,0.05328308045864105,0.0
63,0.05071806162595749,0.0
64,0.0483090914785862,0.0
65,0.0460473857820034,0.0
66,0.043924570083618164,0.0
67,0.04193264991044998,0.0
68,0.040064021944999695,0.0
69,0.038311444222927094,0.0
70,0.036668021231889725,0.0
71,0.03512722998857498,0.0
72,0.03368288651108742,0.0
73,0.03232913464307785,0.0
74,0.031060436740517616,0.0
75,0.029871569946408272,0.0
76,0.028757615014910698,0.0
77,0.027713920921087265,0.0
78,0.026736123487353325,0.0
79,0.025820113718509674,0.0
80,0.02496202290058136,0.0
81,0.02415822260081768,0.0
82,0.023405319079756737,0.0
83,0.022700106725096703,0.0
84,0.02203959971666336,0.0
85,0.021420981734991074,0.0
86,0.020841633901000023,0.0
87,0.020299086347222328,0.0
88,0.01979103684425354,0.0
89,0.0193153265863657,0.0
90,0.018869934603571892,0.0
91,0.0184529647231102,0.0
92,0.01806265488266945,0.0
93,0.017697343602776527,0.0
94,0.017355477437376976,0.0
95,0.017035609111189842,0.0
96,0.016736377030611038,0.0
97,0.01645650528371334,0.0
98,0.016194798052310944,0.0
99,0.015950137749314308,0.0
100,0.015721479430794716,0.0
