Iteration,birefringence active L2,birefringence active negative penalty
1,0.18340840935707092,0.0
2,0.18299104273319244,0.0
3,0.18237870931625366,0.0
4,0.18173350393772125,0.0
5,0.1813216656446457,0.0
6,0.1810229867696762,0.0
7,0.18070565164089203,0.0
8,0.18048766255378723,0.0
9,0.18049076199531555,0.0
10,0.1808520406484604,0.0
11,0.18152502179145813,0.0
12,0.18259048461914062,0.0
13,0.18387086689472198,0.0
14,0.18535305559635162,0.0
15,0.18690967559814453,0.0
16,0.1887020468711853,0.0
17,0.1905663162469864,0.0
18,0.19256605207920074,0.0
19,0.19464658200740814,0.0
20,0.1968204379081726,0.0
21,0.19904725253582,0.0
22,0.201344832777977,0.0
23,0.20368137955665588,0.0
24,0.20607063174247742,0.0
25,0.20847851037979126,0.0
26,0.2109307050704956,0.0
27,0.21338866651058197,0.0
28,0.21590211987495422,0.0
29,0.2184191197156906,0.0
30,0.2210444062948227,0.0
31,0.2236708700656891,0.0
32,0.2264775186777115,0.0
33,0.22917301952838898,0.0
34,0.2320716232061386,0.0
35,0.23474547266960144,0.0
36,0.23766076564788818,0.0
37,0.24035681784152985,0.0
38,0.24328850209712982,0.0
39,0.24600492417812347,0.0
40,0.24897564947605133,0.0
41,0.25167378783226013,0.0
42,0.25470131635665894,0.0
43,0.25735607743263245,0.0
44,0.2603774666786194,0.0
45,0.2630256712436676,0.0
46,0.2660290598869324,0.0
47,0.2686398923397064,0.0
48,0.2715913951396942,0.0
49,0.2741534113883972,0.0
50,0.277069628238678,0.0
51,0.2795774042606354,0.0
52,0.28244277834892273,0.0
53,0.28490737080574036,0.0
54,0.28776413202285767,0.0
55,0.2902323603630066,0.0
56,0.2930997312068939,0.0
57,0.29555994272232056,0.0
58,0.2984176278114319,0.0
59,0.30083519220352173,0.0
60,0.3036661148071289,0.0
61,0.30601027607917786,0.0
62,0.30880430340766907,0.0
63,0.31105512380599976,0.0
64,0.3137951195240021,0.0
65,0.3159455358982086,0.0
66,0.3186171054840088,0.0
67,0.3206949830055237,0.0
68,0.32331088185310364,0.0
69,0.32532066106796265,0.0
70,0.3278776705265045,0.0
71,0.3298298716545105,0.0
72,0.33233150839805603,0.0
73,0.33421260118484497,0.0
74,0.33663514256477356,0.0
75,0.33845651149749756,0.0
76,0.3408223092556,0.0
77,0.3425486087799072,0.0
78,0.34481731057167053,0.0
79,0.34648117423057556,0.0
80,0.3487016558647156,0.0
81,0.3502401113510132,0.0
82,0.3523712456226349,0.0
83,0.3538268506526947,0.0
84,0.35589298605918884,0.0
85,0.3572314381599426,0.0
86,0.35925886034965515,0.0
87,0.36046046018600464,0.0
88,0.36251434683799744,0.0
89,0.363532155752182,0.0
90,0.36576369404792786,0.0
91,0.36648887395858765,0.0
92,0.3685951828956604,0.0
93,0.36927005648612976,0.0
94,0.371207058429718,0.0
95,0.3717818558216095,0.0
96,0.37337422370910645,0.0
97,0.37396809458732605,0.0
98,0.37498393654823303,0.0
99,0.37559109926223755,0.0
100,0.3765896260738373,0.0
101,0.37723201513290405,0.0
102,0.3783084452152252,0.0
103,0.3789382576942444,0.0
104,0.3800528347492218,0.0
105,0.38067150115966797,0.0
106,0.3818110525608063,0.0
107,0.3823810815811157,0.0
108,0.3834804892539978,0.0
109,0.3840499520301819,0.0
110,0.38517093658447266,0.0
111,0.3856357932090759,0.0
112,0.38674163818359375,0.0
113,0.38715603947639465,0.0
114,0.3882342576980591,0.0
115,0.3885831832885742,0.0
116,0.3896440267562866,0.0
117,0.3899542987346649,0.0
118,0.39095231890678406,0.0
119,0.3911934494972229,0.0
120,0.39217162132263184,0.0
121,0.39240241050720215,0.0
122,0.3932732939720154,0.0
123,0.3934888243675232,0.0
124,0.3942449986934662,0.0
125,0.39442601799964905,0.0
126,0.3950389325618744,0.0
127,0.3951371908187866,0.0
128,0.3957168459892273,0.0
129,0.3957968056201935,0.0
130,0.3963223099708557,0.0
131,0.39647582173347473,0.0
132,0.3969864845275879,0.0
133,0.3971984088420868,0.0
134,0.39767923951148987,0.0
135,0.3979061245918274,0.0
136,0.39833974838256836,0.0
137,0.3985327184200287,0.0
138,0.39885735511779785,0.0
139,0.3990470767021179,0.0
140,0.39934688806533813,0.0
141,0.3995368778705597,0.0
142,0.3997785449028015,0.0
143,0.39995211362838745,0.0
144,0.40012553334236145,0.0
145,0.40029749274253845,0.0
146,0.40046003460884094,0.0
147,0.4006258547306061,0.0
148,0.40078043937683105,0.0
149,0.40090760588645935,0.0
150,0.40102618932724,0.0
151,0.40114858746528625,0.0
152,0.40126287937164307,0.0
153,0.4013797342777252,0.0
154,0.40149202942848206,0.0
155,0.4015815854072571,0.0
156,0.40166908502578735,0.0
157,0.40175580978393555,0.0
158,0.4018412232398987,0.0
159,0.40192562341690063,0.0
160,0.40200889110565186,0.0
161,0.40207478404045105,0.0
162,0.4021399915218353,0.0
163,0.4022045135498047,0.0
164,0.40226855874061584,0.0
165,0.4023319482803345,0.0
166,0.4023948907852173,0.0
167,0.4024448096752167,0.0
168,0.402494341135025,0.0
