Total Loss,Data Term Loss,Regularization Term Loss,Optic Axis Learning Rate,Birefringence Learning Rate
3.495009660720825,2.7582693099975586,0.7367404103279114,0.019000000000000003,1.9e-05
3.2351508140563965,2.5022735595703125,0.7328771948814392,0.028000000000000004,2.8000000000000003e-05
2.9930498600006104,2.264141798019409,0.7289080023765564,0.037,3.7e-05
2.7594170570373535,2.0351176261901855,0.7242993712425232,0.04600000000000001,4.600000000000001e-05
2.553190231323242,1.8342397212982178,0.7189505696296692,0.05500000000000001,5.500000000000001e-05
2.387611150741577,1.6747621297836304,0.712848961353302,0.064,6.400000000000001e-05
2.2594799995422363,1.5535012483596802,0.7059786915779114,0.073,7.3e-05
2.1581313610076904,1.4598203897476196,0.6983109712600708,0.08200000000000002,8.200000000000001e-05
2.074767589569092,1.3849440813064575,0.6898235082626343,0.09100000000000001,9.1e-05
2.003695011138916,1.3231868743896484,0.6805080771446228,0.1,0.0001
1.9401829242706299,1.269819974899292,0.6703629493713379,0.1,0.0001
1.8848876953125,1.2245981693267822,0.6602895259857178,0.1,0.0001
1.8339178562164307,1.1836540699005127,0.6502638459205627,0.1,0.0001
1.785597324371338,1.1453208923339844,0.6402764916419983,0.1,0.0001
1.7397897243499756,1.1094691753387451,0.6303204894065857,0.1,0.0001
1.6968889236450195,1.0765044689178467,0.6203844547271729,0.1,0.0001
1.6572961807250977,1.0468453168869019,0.610450804233551,0.1,0.0001
1.6212162971496582,1.0207184553146362,0.6004979014396667,0.1,0.0001
1.5886070728302002,0.9981043338775635,0.5905026793479919,0.1,0.0001
1.5592222213745117,0.9787783622741699,0.580443799495697,0.1,0.0001
1.532668113708496,0.9623627662658691,0.570305347442627,0.1,0.0001
1.5084915161132812,0.948414146900177,0.5600773692131042,0.1,0.0001
1.486234188079834,0.9364762306213379,0.5497578978538513,0.1,0.0001
1.4654600620269775,0.9261079430580139,0.5393521189689636,0.1,0.0001
1.445803165435791,0.9169310927391052,0.5288720726966858,0.1,0.0001
1.4269697666168213,0.9086344838142395,0.518335223197937,0.1,0.0001
1.4087414741516113,0.9009785652160645,0.5077628493309021,0.1,0.0001
1.3909684419631958,0.8937897682189941,0.4971786439418793,0.1,0.0001
1.3735567331314087,0.8869493007659912,0.48660746216773987,0.1,0.0001
1.3564553260803223,0.8803817629814148,0.4760735034942627,0.1,0.0001
1.3396425247192383,0.8740421533584595,0.46560031175613403,0.1,0.0001
1.3231160640716553,0.8679066896438599,0.4552094340324402,0.1,0.0001
1.3068848848342896,0.8619644045829773,0.44492051005363464,0.1,0.0001
1.2909634113311768,0.8562124967575073,0.43475088477134705,0.1,0.0001
1.2753669023513794,0.8506510853767395,0.4247157871723175,0.1,0.0001
1.2601099014282227,0.8452816009521484,0.41482827067375183,0.1,0.0001
1.245205283164978,0.8401058912277222,0.40509936213493347,0.1,0.0001
1.230663537979126,0.8351251482963562,0.3955383598804474,0.1,0.0001
1.2164928913116455,0.830339789390564,0.38615304231643677,0.1,0.0001
1.2026987075805664,0.825749397277832,0.37694934010505676,0.1,0.0001
1.1892849206924438,0.8213526010513306,0.3679322898387909,0.1,0.0001
1.1762537956237793,0.8171480894088745,0.3591056764125824,0.1,0.0001
1.1636055707931519,0.8131334185600281,0.3504721522331238,0.1,0.0001
1.1513392925262451,0.8093056678771973,0.3420335650444031,0.1,0.0001
1.1394528150558472,0.8056619763374329,0.3337908387184143,0.1,0.0001
1.1279428005218506,0.8021984696388245,0.3257443308830261,0.1,0.0001
1.1168053150177002,0.7989117503166199,0.3178935945034027,0.1,0.0001
1.1060352325439453,0.7957974076271057,0.3102378249168396,0.1,0.0001
1.0956270694732666,0.7928515076637268,0.302775502204895,0.1,0.0001
1.0855740308761597,0.7900694012641907,0.295504629611969,0.1,0.0001
1.0758696794509888,0.7874466180801392,0.2884230613708496,0.1,0.0001
1.0665065050125122,0.7849783301353455,0.28152820467948914,0.1,0.0001
1.0574772357940674,0.7826600670814514,0.2748171091079712,0.1,0.0001
1.0487736463546753,0.7804869413375854,0.26828667521476746,0.1,0.0001
1.0403878688812256,0.7784543037414551,0.2619335651397705,0.1,0.0001
1.0323116779327393,0.7765575051307678,0.2557542026042938,0.1,0.0001
1.0245370864868164,0.7747921347618103,0.24974492192268372,0.1,0.0001
1.017055869102478,0.7731539607048035,0.24390189349651337,0.1,0.0001
1.0098605155944824,0.7716391682624817,0.23822128772735596,0.1,0.0001
1.0029431581497192,0.7702440023422241,0.23269911110401154,0.1,0.0001
0.9962964653968811,0.7689650654792786,0.22733138501644135,0.1,0.0001
0.9899134039878845,0.7677993774414062,0.22211404144763947,0.1,0.0001
0.9837868809700012,0.7667438387870789,0.21704302728176117,0.1,0.0001
0.9779090881347656,0.7657948136329651,0.21211425960063934,0.1,0.0001
0.9722721576690674,0.7649484276771545,0.20732371509075165,0.1,0.0001
0.966866135597229,0.7641987800598145,0.20266735553741455,0.1,0.0001
0.9616788029670715,0.7635376453399658,0.19814114272594452,0.1,0.0001
0.956695020198822,0.7629537582397461,0.19374124705791473,0.1,0.0001
0.951896071434021,0.7624322772026062,0.1894637793302536,0.1,0.0001
0.9472607970237732,0.7619556784629822,0.18530511856079102,0.1,0.0001
0.942765474319458,0.7615036964416504,0.1812617927789688,0.1,0.0001
0.9383861422538757,0.7610555291175842,0.1773305982351303,0.1,0.0001
0.9340991377830505,0.760590672492981,0.17350848019123077,0.1,0.0001
0.9298824071884155,0.760089635848999,0.1697927713394165,0.1,0.0001
0.925705075263977,0.7595240473747253,0.1661810576915741,0.1,0.0001
