Iteration,Discrepancy
1,0.0021640718914568424
2,0.0021428880281746387
3,0.002119518583640456
4,0.0020923586562275887
5,0.0020621088333427906
6,0.002029845491051674
7,0.0019996052142232656
8,0.001974730519577861
9,0.0019567562267184258
10,0.0019451864063739777
