Total Loss,Data Term Loss,Regularization Term Loss,Optic Axis Learning Rate,Birefringence Learning Rate
0.31266725063323975,0.24416059255599976,0.0685066431760788,0.019000000000000003,1.9e-05
0.3066238760948181,0.23868589103221893,0.06793797761201859,0.028000000000000004,2.8000000000000003e-05
0.29987767338752747,0.2325526773929596,0.06732499599456787,0.037,3.7e-05
0.29144495725631714,0.2248651683330536,0.06657979637384415,0.04600000000000001,4.600000000000001e-05
0.2811211943626404,0.2154480516910553,0.06567314267158508,0.05500000000000001,5.500000000000001e-05
0.26870304346084595,0.20410865545272827,0.06459439545869827,0.064,6.400000000000001e-05
0.2539867162704468,0.19064176082611084,0.06334497034549713,0.073,7.3e-05
0.2373102307319641,0.17537428438663483,0.06193595007061958,0.08200000000000002,8.200000000000001e-05
0.2188584804534912,0.1584746241569519,0.06038384884595871,0.09100000000000001,9.1e-05
0.19909434020519257,0.14038413763046265,0.05871020257472992,0.1,0.0001
0.17869141697883606,0.12175302952528,0.056938380002975464,0.1,0.0001
0.16037830710411072,0.10513386875391006,0.055244434624910355,0.1,0.0001
0.14445778727531433,0.09083178639411926,0.05362600088119507,0.1,0.0001
0.1313292384147644,0.07924844324588776,0.052080798894166946,0.1,0.0001
0.12040941417217255,0.06980432569980621,0.050605084747076035,0.1,0.0001
0.11138773709535599,0.06219082698225975,0.04919691011309624,0.1,0.0001
0.10946084558963776,0.06160661578178406,0.0478542260825634,0.1,0.0001
0.10826900601387024,0.061726152896881104,0.046542853116989136,0.1,0.0001
0.10706108808517456,0.061800047755241394,0.045261040329933167,0.1,0.0001
0.10587751865386963,0.06186690554022789,0.04401060938835144,0.1,0.0001
0.10474363714456558,0.06195082888007164,0.04279280826449394,0.1,0.0001
0.10367144644260406,0.062062956392765045,0.04160849377512932,0.1,0.0001
0.10266421735286713,0.062206048518419266,0.04045816883444786,0.1,0.0001
0.10172057151794434,0.06237843632698059,0.03934213146567345,0.1,0.0001
0.1008370965719223,0.06257659941911697,0.03826049715280533,0.1,0.0001
0.10000990331172943,0.06279665231704712,0.037213247269392014,0.1,0.0001
0.09923522174358368,0.06303494423627853,0.036200277507305145,0.1,0.0001
0.0985097587108612,0.06328839808702469,0.03522136062383652,0.1,0.0001
0.09783056378364563,0.06355436146259308,0.03427620232105255,0.1,0.0001
0.09719513356685638,0.06383069604635239,0.033364441245794296,0.1,0.0001
0.09674596041440964,0.0642603188753128,0.03248564153909683,0.1,0.0001
0.09657492488622665,0.06493666023015976,0.031638264656066895,0.1,0.0001
0.09659568965435028,0.06577595323324203,0.030819734558463097,0.1,0.0001
0.09674538671970367,0.06671739369630814,0.030027996748685837,0.1,0.0001
0.09697338938713074,0.06771200895309448,0.029261376708745956,0.1,0.0001
0.09724018722772598,0.06872161477804184,0.028518570587038994,0.1,0.0001
0.09751617908477783,0.069717638194561,0.027798544615507126,0.1,0.0001
0.09778043627738953,0.07067988067865372,0.02710055559873581,0.1,8e-05
0.09801913052797318,0.07159510254859924,0.026424026116728783,0.1,8e-05
0.09829892963171005,0.07239994406700134,0.02589898742735386,0.1,8e-05
0.09852667897939682,0.0731397420167923,0.025386936962604523,0.1,8e-05
0.09870387613773346,0.07381609827280045,0.024887779727578163,0.1,8e-05
0.09883417934179306,0.07443271577358246,0.02440146543085575,0.08000000000000002,8e-05
0.09892262518405914,0.07499464601278305,0.023927977308630943,0.08000000000000002,6.400000000000001e-05
0.09891512244939804,0.07544781267642975,0.023467309772968292,0.08000000000000002,6.400000000000001e-05
0.0989449992775917,0.07583596557378769,0.023109031841158867,0.08000000000000002,6.400000000000001e-05
0.09895791113376617,0.07619871199131012,0.022759199142456055,0.08000000000000002,6.400000000000001e-05
0.0989561378955841,0.07653842866420746,0.022417709231376648,0.08000000000000002,6.400000000000001e-05
0.09894201159477234,0.0768575519323349,0.022084463387727737,0.08000000000000002,6.400000000000001e-05
0.09891780465841293,0.07715842872858047,0.02175937592983246,0.08000000000000002,5.120000000000001e-05
0.09888570755720139,0.07744336128234863,0.021442348137497902,0.08000000000000002,5.120000000000001e-05
0.09887672960758209,0.07768180221319199,0.021194927394390106,0.08000000000000002,5.120000000000001e-05
0.09885800629854202,0.07790534943342209,0.020952658727765083,0.08000000000000002,5.120000000000001e-05
0.09883180260658264,0.07811632752418518,0.02071547321975231,0.06400000000000002,5.120000000000001e-05
0.09880010038614273,0.07831680029630661,0.02048329822719097,0.06400000000000002,5.120000000000001e-05
0.09875153750181198,0.07849547266960144,0.02025606669485569,0.06400000000000002,4.0960000000000014e-05
0.09870430082082748,0.07867052406072617,0.02003377489745617,0.06400000000000002,4.0960000000000014e-05
0.09867735952138901,0.07881762832403183,0.01985972933471203,0.06400000000000002,4.0960000000000014e-05
0.09864939749240875,0.07896055281162262,0.019688840955495834,0.06400000000000002,4.0960000000000014e-05
0.09862098097801208,0.07909994572401047,0.019521038979291916,0.06400000000000002,4.0960000000000014e-05
0.09859263896942139,0.07923637330532074,0.01935626193881035,0.06400000000000002,4.0960000000000014e-05
0.09856472164392471,0.07937027513980865,0.01919444464147091,0.06400000000000002,3.2768000000000016e-05
0.09853759407997131,0.07950206100940704,0.01903553120791912,0.06400000000000002,3.2768000000000016e-05
0.09852363169193268,0.07961300760507584,0.018910622224211693,0.06400000000000002,3.2768000000000016e-05
0.09850877523422241,0.07972121238708496,0.01878756284713745,0.051200000000000016,3.2768000000000016e-05
0.09849338978528976,0.07982708513736725,0.018666304647922516,0.051200000000000016,3.2768000000000016e-05
