Total Loss,Data Term Loss,Regularization Term Loss,Optic Axis Learning Rate,Birefringence Learning Rate
1.1762019395828247,0.32019367814064026,0.8560082316398621,0.019000000000000003,1.9e-05
1.1550564765930176,0.30701297521591187,0.8480434417724609,0.028000000000000004,2.8000000000000003e-05
1.1317921876907349,0.2923603057861328,0.839431881904602,0.037,3.7e-05
1.1032054424285889,0.27427732944488525,0.8289281725883484,0.04600000000000001,4.600000000000001e-05
1.0685796737670898,0.2524907886981964,0.816088855266571,0.05500000000000001,5.500000000000001e-05
1.0280518531799316,0.22733180224895477,0.8007200956344604,0.064,6.400000000000001e-05
0.9824219942092896,0.1996479332447052,0.7827740907669067,0.073,7.3e-05
0.9333571791648865,0.17105220258235931,0.762304961681366,0.08200000000000002,8.200000000000001e-05
0.8825981020927429,0.14316649734973907,0.739431619644165,0.09100000000000001,9.1e-05
0.8314293622970581,0.11711648106575012,0.7143129110336304,0.1,0.0001
