Iteration,birefringence active L2,birefringence active negative penalty
1,0.9282987117767334,0.0
2,0.9228847622871399,0.0
3,0.9170072078704834,0.0
4,0.909807026386261,0.0
5,0.9009561538696289,0.0
6,0.8902871608734131,0.0
7,0.8777265548706055,0.0
8,0.8632685542106628,0.0
9,0.8469529747962952,0.0
10,0.8288856744766235,0.0
11,0.8091880679130554,0.0
12,0.789769172668457,0.0
13,0.7706961631774902,0.0
14,0.7520300149917603,0.0
15,0.7338078618049622,0.0
16,0.7160608768463135,0.0
17,0.6988019943237305,0.0
18,0.6820472478866577,0.0
19,0.665808379650116,0.0
20,0.6500946283340454,0.0
21,0.6349135637283325,0.0
22,0.6202687621116638,0.0
23,0.6061607599258423,0.0
24,0.5925881266593933,0.0
25,0.5795475840568542,0.0
26,0.5670344233512878,0.0
27,0.5550422668457031,0.0
28,0.5435633659362793,0.0
29,0.5325897932052612,0.0
30,0.5221211910247803,0.0
31,0.5121501684188843,0.0
32,0.5026656985282898,0.0
33,0.4936569035053253,0.0
34,0.4851131737232208,0.0
35,0.47702422738075256,0.0
36,0.4693792164325714,0.0
37,0.4621671438217163,0.0
38,0.4553762376308441,0.0
39,0.44899415969848633,0.0
40,0.4430079758167267,0.0
41,0.4374048411846161,0.0
42,0.4321715831756592,0.0
43,0.42729511857032776,0.0
44,0.42276230454444885,0.0
45,0.41855981945991516,0.0
46,0.41467463970184326,0.0
47,0.41109323501586914,0.0
48,0.40780192613601685,0.0
49,0.40478697419166565,0.0
50,0.40203458070755005,0.0
51,0.39953097701072693,0.0
52,0.39726224541664124,0.0
53,0.39521467685699463,0.0
54,0.39337459206581116,0.0
55,0.3917284905910492,0.0
56,0.3902631103992462,0.0
57,0.38896551728248596,0.0
58,0.387823224067688,0.0
59,0.3868241012096405,0.0
60,0.38595643639564514,0.0
61,0.38520917296409607,0.0
62,0.38457179069519043,0.0
63,0.38403427600860596,0.0
64,0.3835873007774353,0.0
65,0.3832221031188965,0.0
66,0.3829304277896881,0.0
67,0.3827046751976013,0.0
68,0.382537841796875,0.0
69,0.38242343068122864,0.0
70,0.3823554515838623,0.0
71,0.38232824206352234,0.0
72,0.38233694434165955,0.0
73,0.3823767304420471,0.0
74,0.3824433386325836,0.0
75,0.38253170251846313,0.0
76,0.3826392889022827,0.0
77,0.38276588916778564,0.0
78,0.3829081058502197,0.0
79,0.3830627501010895,0.0
80,0.38322752714157104,0.0
81,0.3834002912044525,0.0
82,0.383579283952713,0.0
83,0.38376283645629883,0.0
84,0.3839496076107025,0.0
85,0.38413822650909424,0.0
86,0.38432759046554565,0.0
87,0.3845166563987732,0.0
88,0.38470467925071716,0.0
89,0.384890615940094,0.0
90,0.3850739300251007,0.0
91,0.3852539658546448,0.0
92,0.3854301869869232,0.0
93,0.3856021463871002,0.0
94,0.38576948642730713,0.0
95,0.38593193888664246,0.0
96,0.38608917593955994,0.0
97,0.38624104857444763,0.0
98,0.3863874077796936,0.0
99,0.38652804493904114,0.0
100,0.3866630792617798,0.0
101,0.38679248094558716,0.0
102,0.3869161605834961,0.0
103,0.3870343267917633,0.0
104,0.3871470093727112,0.0
105,0.38725435733795166,0.0
106,0.38735654950141907,0.0
107,0.3874538242816925,0.0
108,0.3875458240509033,0.0
109,0.3876318335533142,0.0
110,0.38771185278892517,0.0
111,0.3877859115600586,0.0
112,0.3878539800643921,0.0
113,0.3879161775112152,0.0
114,0.38797250390052795,0.0
115,0.38802313804626465,0.0
116,0.3880680501461029,0.0
117,0.3881073594093323,0.0
118,0.3881412744522095,0.0
119,0.3881697356700897,0.0
120,0.3881929814815521,0.0
121,0.38821107149124146,0.0
122,0.3882242441177368,0.0
123,0.3882324993610382,0.0
124,0.3882361352443695,0.0
125,0.3882352411746979,0.0
126,0.38822996616363525,0.0
127,0.3882203698158264,0.0
128,0.3882066011428833,0.0
129,0.38818860054016113,0.0
130,0.38816675543785095,0.0
131,0.3881414234638214,0.0
132,0.38811299204826355,0.0
133,0.3880816400051117,0.0
134,0.3880474269390106,0.0
135,0.3880104124546051,0.0
136,0.387970894575119,0.0
137,0.38792890310287476,0.0
138,0.38788461685180664,0.0
139,0.3878382742404938,0.0
140,0.3877899646759033,0.0
141,0.387739896774292,0.0
142,0.38768821954727173,0.0
143,0.3876350522041321,0.0
144,0.387580543756485,0.0
145,0.38752487301826477,0.0
146,0.38746824860572815,0.0
147,0.3874107003211975,0.0
148,0.3873524069786072,0.0
149,0.3872934877872467,0.0
150,0.387234091758728,0.0
151,0.3871743977069855,0.0
152,0.3871144652366638,0.0
153,0.38705435395240784,0.0
154,0.38699430227279663,0.0
155,0.3869343101978302,0.0
156,0.38687455654144287,0.0
157,0.3868151009082794,0.0
158,0.38675597310066223,0.0
